image_name,class_id,class_name,User_1_alignment,User_1_artifact,User_2_alignment,User_2_artifact,User_3_alignment,User_3_artifact,alignment_mean,artifact_mean,alignment_zscore,artifact_zscore,alignment_additive,artifact_additive
000691.png,679,necklace,4.44,5.0,5.0,5.0,4.38,4.0,4.61,4.67,4.62,4.74,4.61,4.67
000692.png,679,necklace,3.33,4.0,1.11,3.0,3.75,4.0,2.73,3.67,2.74,3.64,2.73,3.67
000693.png,679,necklace,2.78,4.0,2.22,5.0,2.5,5.0,2.5,4.67,2.46,4.64,2.5,4.67
000694.png,679,necklace,4.38,3.0,0.0,2.0,2.78,4.0,2.39,3.0,2.43,2.9,2.39,3.0
000695.png,679,necklace,3.33,3.0,2.78,3.0,2.22,4.0,2.78,3.33,2.75,3.26,2.78,3.33
000696.png,679,necklace,3.75,5.0,3.33,5.0,3.12,5.0,3.4,5.0,3.39,5.03,3.4,5.0
000697.png,679,necklace,3.12,4.0,1.88,4.0,2.78,5.0,2.59,4.33,2.58,4.28,2.59,4.33
000698.png,679,necklace,4.29,5.0,4.38,5.0,3.12,5.0,3.93,5.0,3.93,5.03,3.93,5.0
000699.png,679,necklace,3.12,4.0,2.5,4.0,1.67,5.0,2.43,4.33,2.4,4.28,2.43,4.33
000700.png,687,organ,5.0,4.0,1.11,3.0,2.78,5.0,2.96,4.0,3.02,3.93,2.96,4.0
000701.png,687,organ,5.0,3.0,0.0,3.0,2.78,5.0,2.59,3.67,2.66,3.54,2.59,3.67
000702.png,687,organ,5.0,5.0,1.11,5.0,0.0,5.0,2.04,5.0,2.07,5.03,2.04,5.0
000703.png,687,organ,4.29,4.0,1.11,4.0,2.78,5.0,2.73,4.33,2.76,4.28,2.73,4.33
000704.png,687,organ,5.0,4.0,0.0,2.0,2.22,4.0,2.41,3.33,2.47,3.29,2.41,3.33
000705.png,687,organ,5.0,4.0,1.67,5.0,3.33,5.0,3.33,4.67,3.39,4.64,3.33,4.67
000706.png,687,organ,5.0,4.0,0.0,2.0,2.78,4.0,2.59,3.33,2.66,3.29,2.59,3.33
000707.png,687,organ,5.0,4.0,2.22,3.0,0.0,5.0,2.41,4.0,2.43,3.93,2.41,4.0
000708.png,687,organ,5.0,4.0,4.29,4.0,0.0,5.0,3.1,4.33,3.1,4.28,3.1,4.33
000709.png,687,organ,5.0,3.0,1.67,3.0,3.33,5.0,3.33,3.67,3.39,3.54,3.33,3.67
000710.png,730,plow,5.0,4.0,1.67,3.0,2.22,3.0,2.96,3.33,3.01,3.36,2.96,3.33
000711.png,730,plow,2.5,4.0,0.0,3.0,3.75,5.0,2.08,4.0,2.07,3.93,2.08,4.0
000712.png,730,plow,5.0,3.0,0.0,2.0,0.0,2.0,1.67,2.33,1.71,2.33,1.67,2.33
000713.png,730,plow,5.0,4.0,5.0,5.0,1.67,5.0,3.89,4.67,3.9,4.64,3.89,4.67
000714.png,730,plow,5.0,5.0,5.0,5.0,2.78,5.0,4.26,5.0,4.28,5.03,4.26,5.0
000715.png,730,plow,5.0,4.0,0.0,3.0,3.0,5.0,2.67,4.0,2.74,3.93,2.67,4.0
000716.png,730,plow,5.0,3.0,0.0,2.0,2.5,3.0,2.5,2.67,2.57,2.62,2.5,2.67
000717.png,730,plow,1.88,2.0,1.11,3.0,2.5,5.0,1.83,3.33,1.77,3.15,1.83,3.33
000718.png,730,plow,4.17,4.0,0.0,2.0,0.0,2.0,1.39,2.67,1.41,2.72,1.39,2.67
000719.png,730,plow,5.0,4.0,3.89,3.0,3.12,5.0,4.0,4.0,4.04,3.93,4.0,4.0
000720.png,743,prison,4.0,5.0,4.5,4.0,2.5,4.0,3.67,4.33,3.65,4.39,3.67,4.33
000721.png,743,prison,5.0,4.0,5.0,5.0,2.5,5.0,4.17,4.67,4.19,4.64,4.17,4.67
000722.png,743,prison,5.0,5.0,4.0,4.0,3.75,5.0,4.25,4.67,4.29,4.67,4.25,4.67
000723.png,743,prison,0.0,4.0,3.5,5.0,3.57,5.0,2.36,4.67,2.21,4.64,2.36,4.67
000724.png,743,prison,5.0,4.0,1.0,2.0,2.5,4.0,2.83,3.33,2.89,3.29,2.83,3.33
000725.png,743,prison,5.0,4.0,2.0,4.0,2.86,5.0,3.29,4.33,3.34,4.28,3.29,4.33
000726.png,743,prison,5.0,2.0,1.0,2.0,5.0,4.0,3.67,2.67,3.75,2.51,3.67,2.67
000727.png,743,prison,5.0,1.0,0.0,1.0,0.0,0.0,1.67,0.67,1.71,0.64,1.67,0.67
000728.png,743,prison,0.0,3.0,1.0,3.0,0.0,5.0,0.33,3.67,0.19,3.54,0.33,3.67
000729.png,743,prison,3.33,2.0,0.0,1.0,4.38,3.0,2.57,2.0,2.59,1.87,2.57,2.0
000730.png,746,puck,4.44,4.0,3.57,4.0,3.33,5.0,3.78,4.33,3.8,4.28,3.78,4.33
000731.png,746,puck,4.44,4.0,1.67,5.0,3.89,4.0,3.33,4.33,3.38,4.36,3.33,4.33
000732.png,746,puck,5.0,5.0,0.0,5.0,2.22,5.0,2.41,5.0,2.47,5.03,2.41,5.0
000733.png,746,puck,5.0,3.0,0.56,2.0,5.0,4.0,3.52,3.0,3.6,2.9,3.52,3.0
000734.png,746,puck,0.0,1.0,0.0,2.0,2.22,3.0,0.74,2.0,0.62,1.84,0.74,2.0
000735.png,746,puck,5.0,5.0,3.89,4.0,2.78,5.0,3.89,4.67,3.92,4.67,3.89,4.67
000736.png,746,puck,0.0,1.0,1.11,4.0,2.22,3.0,1.11,2.67,0.98,2.56,1.11,2.67
000737.png,746,puck,0.0,3.0,0.0,5.0,0.0,2.0,0.0,3.33,-0.14,3.4,0.0,3.33
000738.png,746,puck,0.0,1.0,1.11,3.0,2.22,2.0,1.11,2.0,0.98,1.92,1.11,2.0
000739.png,746,puck,5.0,1.0,1.67,3.0,1.67,4.0,2.78,2.67,2.82,2.48,2.78,2.67
000740.png,755,radio telescope,5.0,4.0,4.38,4.0,4.5,5.0,4.63,4.33,4.67,4.28,4.63,4.33
000741.png,755,radio telescope,5.0,5.0,5.0,5.0,2.5,5.0,4.17,5.0,4.19,5.03,4.17,5.0
000742.png,755,radio telescope,5.0,5.0,4.5,5.0,5.0,5.0,4.83,5.0,4.88,5.03,4.83,5.0
000743.png,755,radio telescope,5.0,4.0,2.5,3.0,5.0,2.0,4.17,3.0,4.23,3.07,4.17,3.0
000744.png,755,radio telescope,5.0,4.0,2.0,3.0,4.0,2.0,3.67,3.0,3.73,3.07,3.67,3.0
000745.png,755,radio telescope,5.0,3.0,0.0,2.0,0.0,1.0,1.67,2.0,1.71,2.05,1.67,2.0
000746.png,755,radio telescope,5.0,4.0,3.33,3.0,4.5,5.0,4.28,4.0,4.33,3.93,4.28,4.0
000747.png,755,radio telescope,5.0,3.0,1.0,3.0,0.0,1.0,2.0,2.33,2.04,2.4,2.0,2.33
000748.png,755,radio telescope,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.67,5.04,4.74,5.0,4.67
000749.png,755,radio telescope,5.0,5.0,5.0,4.0,4.5,5.0,4.83,4.67,4.87,4.67,4.83,4.67
000750.png,756,rain barrel,5.0,4.0,3.57,4.0,3.0,4.0,3.86,4.0,3.89,4.0,3.86,4.0
000751.png,756,rain barrel,4.29,5.0,5.0,5.0,3.5,5.0,4.26,5.0,4.26,5.03,4.26,5.0
000752.png,756,rain barrel,4.38,5.0,5.0,5.0,3.5,5.0,4.29,5.0,4.3,5.03,4.29,5.0
000753.png,756,rain barrel,3.75,5.0,2.86,5.0,0.5,5.0,2.37,5.0,2.35,5.03,2.37,5.0
000754.png,756,rain barrel,4.44,5.0,5.0,5.0,4.0,4.0,4.48,4.67,4.49,4.74,4.48,4.67
000755.png,756,rain barrel,3.89,5.0,3.89,5.0,3.5,5.0,3.76,5.0,3.76,5.03,3.76,5.0
000756.png,756,rain barrel,4.17,4.0,5.0,4.0,3.0,5.0,4.06,4.33,4.05,4.28,4.06,4.33
000757.png,756,rain barrel,5.0,4.0,4.29,4.0,3.5,4.0,4.26,4.0,4.3,4.0,4.26,4.0
000758.png,756,rain barrel,4.29,3.0,3.75,3.0,3.0,5.0,3.68,3.67,3.69,3.54,3.68,3.67
000759.png,756,rain barrel,0.0,3.0,1.5,2.0,0.0,5.0,0.5,3.33,0.35,3.18,0.5,3.33
000760.png,806,sock,5.0,5.0,4.44,5.0,5.0,5.0,4.81,5.0,4.86,5.03,4.81,5.0
000761.png,806,sock,4.44,4.0,4.44,5.0,3.89,5.0,4.26,4.67,4.27,4.64,4.26,4.67
000762.png,806,sock,5.0,4.0,2.78,4.0,4.44,4.0,4.07,4.0,4.13,4.0,4.07,4.0
000763.png,806,sock,5.0,2.0,3.89,2.0,3.89,3.0,4.26,2.33,4.3,2.23,4.26,2.33
000764.png,806,sock,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.04,5.03,5.0,5.0
000765.png,806,sock,5.0,5.0,4.44,5.0,5.0,5.0,4.81,5.0,4.86,5.03,4.81,5.0
000766.png,806,sock,5.0,4.0,4.44,5.0,5.0,5.0,4.81,4.67,4.86,4.64,4.81,4.67
000767.png,806,sock,4.29,3.0,1.11,2.0,4.44,3.0,3.28,2.67,3.33,2.62,3.28,2.67
000768.png,806,sock,5.0,4.0,5.0,5.0,3.89,5.0,4.63,4.67,4.66,4.64,4.63,4.67
000769.png,806,sock,5.0,2.0,3.89,3.0,4.44,3.0,4.44,2.67,4.49,2.59,4.44,2.67
000770.png,810,space bar,5.0,5.0,5.0,4.0,4.44,4.0,4.81,4.33,4.85,4.39,4.81,4.33
000771.png,810,space bar,0.0,3.0,3.89,3.0,3.33,4.0,2.41,3.33,2.26,3.26,2.41,3.33
000772.png,810,space bar,0.0,2.0,0.0,2.0,0.0,3.0,0.0,2.33,-0.14,2.23,0.0,2.33
000773.png,810,space bar,5.0,4.0,5.0,4.0,4.44,4.0,4.81,4.0,4.85,4.0,4.81,4.0
000774.png,810,space bar,5.0,3.0,1.67,2.0,2.78,5.0,3.15,3.33,3.2,3.18,3.15,3.33
000775.png,810,space bar,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.67,-0.14,0.64,0.0,0.67
000776.png,810,space bar,5.0,5.0,5.0,5.0,4.44,5.0,4.81,5.0,4.85,5.03,4.81,5.0
000777.png,810,space bar,5.0,5.0,5.0,5.0,4.44,5.0,4.81,5.0,4.85,5.03,4.81,5.0
000778.png,810,space bar,4.38,5.0,5.0,5.0,4.44,4.0,4.61,4.67,4.62,4.74,4.61,4.67
000779.png,810,space bar,5.0,4.0,1.67,3.0,3.33,4.0,3.33,3.67,3.39,3.64,3.33,3.67
000780.png,819,stage,5.0,2.0,2.22,3.0,1.67,3.0,2.96,2.67,3.0,2.59,2.96,2.67
000781.png,819,stage,5.0,5.0,4.44,5.0,3.33,5.0,4.26,5.0,4.29,5.03,4.26,5.0
000782.png,819,stage,5.0,4.0,2.78,4.0,1.67,4.0,3.15,4.0,3.18,4.0,3.15,4.0
000783.png,819,stage,4.17,4.0,1.11,3.0,1.67,4.0,2.32,3.67,2.34,3.64,2.32,3.67
000784.png,819,stage,5.0,5.0,5.0,5.0,2.78,5.0,4.26,5.0,4.28,5.03,4.26,5.0
000785.png,819,stage,5.0,4.0,3.12,5.0,2.78,5.0,3.63,4.67,3.67,4.64,3.63,4.67
000786.png,819,stage,5.0,5.0,4.29,4.0,2.22,5.0,3.84,4.67,3.86,4.67,3.84,4.67
000787.png,819,stage,5.0,2.0,1.11,2.0,0.56,3.0,2.22,2.33,2.26,2.23,2.22,2.33
000788.png,819,stage,4.17,2.0,1.67,2.0,1.11,3.0,2.32,2.33,2.33,2.23,2.32,2.33
000789.png,819,stage,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.33,-0.14,1.2,0.0,1.33
000790.png,836,sunglass,5.0,5.0,4.29,5.0,5.0,5.0,4.76,5.0,4.81,5.03,4.76,5.0
000791.png,836,sunglass,5.0,3.0,4.17,3.0,5.0,3.0,4.72,3.0,4.77,2.97,4.72,3.0
000792.png,836,sunglass,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,-0.14,0.92,0.0,1.0
000793.png,836,sunglass,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.04,5.03,5.0,5.0
000794.png,836,sunglass,5.0,5.0,5.0,4.0,5.0,4.0,5.0,4.33,5.04,4.39,5.0,4.33
000795.png,836,sunglass,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.04,4.0,5.0,4.0
000796.png,836,sunglass,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.04,5.03,5.0,5.0
000797.png,836,sunglass,5.0,3.0,2.86,3.0,1.11,2.0,2.99,2.67,3.02,2.69,2.99,2.67
000798.png,836,sunglass,5.0,4.0,2.14,3.0,1.11,2.0,2.75,3.0,2.79,3.07,2.75,3.0
000799.png,836,sunglass,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.04,5.03,5.0,5.0
000800.png,903,wig,5.0,4.0,2.78,3.0,3.33,3.0,3.7,3.33,3.75,3.36,3.7,3.33
000801.png,903,wig,5.0,3.0,0.0,1.0,2.78,4.0,2.59,2.67,2.66,2.54,2.59,2.67
000802.png,903,wig,5.0,4.0,2.22,4.0,1.67,5.0,2.96,4.33,3.0,4.28,2.96,4.33
000803.png,903,wig,5.0,5.0,4.44,5.0,2.78,4.0,4.07,4.67,4.1,4.74,4.07,4.67
000804.png,903,wig,5.0,5.0,5.0,5.0,2.78,5.0,4.26,5.0,4.28,5.03,4.26,5.0
000805.png,903,wig,5.0,5.0,5.0,5.0,2.22,5.0,4.07,5.0,4.09,5.03,4.07,5.0
000806.png,903,wig,5.0,4.0,1.67,4.0,3.33,3.0,3.33,3.67,3.39,3.72,3.33,3.67
000807.png,903,wig,5.0,2.0,1.67,2.0,5.0,2.0,3.89,2.0,3.96,1.95,3.89,2.0
000808.png,903,wig,5.0,2.0,0.56,3.0,2.22,2.0,2.59,2.33,2.65,2.3,2.59,2.33
000809.png,903,wig,5.0,4.0,4.44,4.0,3.89,4.0,4.44,4.0,4.48,4.0,4.44,4.0
000810.png,917,comic book,5.0,3.0,1.11,3.0,1.11,3.0,2.41,3.0,2.45,2.97,2.41,3.0
000811.png,917,comic book,5.0,4.0,1.67,4.0,2.78,3.0,3.15,3.67,3.2,3.72,3.15,3.67
000812.png,917,comic book,5.0,5.0,4.38,5.0,3.33,5.0,4.24,5.0,4.27,5.03,4.24,5.0
000813.png,917,comic book,5.0,4.0,1.11,4.0,1.67,2.0,2.59,3.33,2.64,3.43,2.59,3.33
000814.png,917,comic book,5.0,4.0,0.56,2.0,0.56,1.0,2.04,2.33,2.09,2.43,2.04,2.33
000815.png,917,comic book,5.0,5.0,4.38,4.0,5.0,5.0,4.79,4.67,4.84,4.67,4.79,4.67
000816.png,917,comic book,5.0,4.0,1.11,3.0,2.78,4.0,2.96,3.67,3.02,3.64,2.96,3.67
000817.png,917,comic book,5.0,5.0,4.44,5.0,2.22,5.0,3.89,5.0,3.91,5.03,3.89,5.0
000818.png,917,comic book,2.5,3.0,0.0,1.0,5.0,1.0,2.5,1.67,2.5,1.69,2.5,1.67
000819.png,917,comic book,5.0,4.0,3.57,5.0,2.22,5.0,3.6,4.67,3.63,4.64,3.6,4.67
000820.png,919,street sign,5.0,4.0,2.22,3.0,2.78,3.0,3.33,3.33,3.38,3.36,3.33,3.33
000821.png,919,street sign,0.0,4.0,5.0,5.0,2.78,5.0,2.59,4.67,2.43,4.64,2.59,4.67
000822.png,919,street sign,5.0,4.0,2.22,3.0,2.22,5.0,3.15,4.0,3.19,3.93,3.15,4.0
000823.png,919,street sign,5.0,4.0,2.22,3.0,2.78,3.0,3.33,3.33,3.38,3.36,3.33,3.33
000824.png,919,street sign,5.0,5.0,3.89,5.0,3.89,5.0,4.26,5.0,4.3,5.03,4.26,5.0
000825.png,919,street sign,4.44,4.0,5.0,5.0,5.0,4.0,4.81,4.33,4.83,4.36,4.81,4.33
000826.png,919,street sign,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.04,5.03,5.0,5.0
000827.png,919,street sign,5.0,4.0,1.67,3.0,1.67,2.0,2.78,3.0,2.82,3.07,2.78,3.0
000828.png,919,street sign,0.0,4.0,3.33,4.0,1.11,3.0,1.48,3.67,1.32,3.72,1.48,3.67
000829.png,919,street sign,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.04,5.03,5.0,5.0
000830.png,920,traffic light,5.0,4.0,3.75,4.0,5.0,5.0,4.58,4.33,4.64,4.28,4.58,4.33
000831.png,920,traffic light,3.12,5.0,2.78,4.0,2.22,4.0,2.71,4.33,2.68,4.39,2.71,4.33
000832.png,920,traffic light,5.0,5.0,3.89,5.0,2.78,4.0,3.89,4.67,3.92,4.74,3.89,4.67
000833.png,920,traffic light,5.0,3.0,2.22,3.0,2.78,3.0,3.33,3.0,3.38,2.97,3.33,3.0
000834.png,920,traffic light,4.38,5.0,4.38,5.0,3.33,5.0,4.03,5.0,4.04,5.03,4.03,5.0
000835.png,920,traffic light,0.56,1.0,0.56,3.0,0.0,0.0,0.37,1.33,0.25,1.35,0.37,1.33
000836.png,920,traffic light,5.0,4.0,2.22,3.0,0.0,4.0,2.41,3.67,2.43,3.64,2.41,3.67
000837.png,920,traffic light,5.0,2.0,3.33,4.0,0.0,3.0,2.78,3.0,2.79,2.94,2.78,3.0
000838.png,920,traffic light,5.0,4.0,0.56,3.0,0.0,4.0,1.85,3.67,1.89,3.64,1.85,3.67
000839.png,920,traffic light,5.0,4.0,2.78,3.0,3.89,5.0,3.89,4.0,3.94,3.93,3.89,4.0
000840.png,922,menu,5.0,4.0,5.0,5.0,5.0,4.0,5.0,4.33,5.04,4.36,5.0,4.33
000841.png,922,menu,1.67,2.0,1.11,3.0,0.56,4.0,1.11,3.0,1.03,2.87,1.11,3.0
000842.png,922,menu,5.0,4.0,1.67,4.0,1.11,4.0,2.59,4.0,2.63,4.0,2.59,4.0
000843.png,922,menu,2.22,3.0,1.11,5.0,0.56,5.0,1.3,4.33,1.23,4.25,1.3,4.33
000844.png,922,menu,5.0,5.0,4.44,5.0,5.0,5.0,4.81,5.0,4.86,5.03,4.81,5.0
000845.png,922,menu,3.89,5.0,3.89,5.0,4.44,5.0,4.07,5.0,4.08,5.03,4.07,5.0
000846.png,922,menu,3.89,4.0,2.78,4.0,0.56,4.0,2.41,4.0,2.39,4.0,2.41,4.0
000847.png,922,menu,2.5,4.0,2.78,4.0,2.78,4.0,2.69,4.0,2.64,4.0,2.69,4.0
000848.png,922,menu,3.33,4.0,0.0,3.0,2.0,3.0,1.78,3.33,1.78,3.36,1.78,3.33
000849.png,922,menu,5.0,4.0,3.33,4.0,4.44,5.0,4.26,4.33,4.31,4.28,4.26,4.33
000850.png,928,ice cream,5.0,4.0,4.44,5.0,5.0,4.0,4.81,4.33,4.86,4.36,4.81,4.33
000851.png,928,ice cream,5.0,4.0,3.33,4.0,1.67,4.0,3.33,4.0,3.36,4.0,3.33,4.0
000852.png,928,ice cream,5.0,4.0,3.89,5.0,3.33,5.0,4.07,4.67,4.11,4.64,4.07,4.67
000853.png,928,ice cream,5.0,4.0,3.75,4.0,0.56,4.0,3.1,4.0,3.12,4.0,3.1,4.0
000854.png,928,ice cream,5.0,5.0,5.0,5.0,1.67,5.0,3.89,5.0,3.9,5.03,3.89,5.0
000855.png,928,ice cream,5.0,5.0,5.0,5.0,2.22,5.0,4.07,5.0,4.09,5.03,4.07,5.0
000856.png,928,ice cream,5.0,5.0,5.0,5.0,3.33,5.0,4.44,5.0,4.47,5.03,4.44,5.0
000857.png,928,ice cream,4.44,4.0,5.0,4.0,0.0,2.0,3.15,3.33,3.12,3.43,3.15,3.33
000858.png,928,ice cream,5.0,5.0,5.0,5.0,3.33,5.0,4.44,5.0,4.47,5.03,4.44,5.0
000859.png,928,ice cream,0.0,4.0,2.5,4.0,0.0,3.0,0.83,3.67,0.67,3.72,0.83,3.67
000860.png,931,bagel,5.0,5.0,5.0,5.0,2.78,5.0,4.26,5.0,4.28,5.03,4.26,5.0
000861.png,931,bagel,4.38,5.0,5.0,4.0,2.78,5.0,4.05,4.67,4.05,4.67,4.05,4.67
000862.png,931,bagel,5.0,5.0,5.0,5.0,0.0,5.0,3.33,5.0,3.33,5.03,3.33,5.0
000863.png,931,bagel,0.0,4.0,0.0,3.0,0.0,4.0,0.0,3.67,-0.14,3.64,0.0,3.67
000864.png,931,bagel,4.38,4.0,4.29,4.0,0.0,2.0,2.89,3.33,2.87,3.43,2.89,3.33
000865.png,931,bagel,5.0,5.0,5.0,5.0,4.44,5.0,4.81,5.0,4.85,5.03,4.81,5.0
000866.png,931,bagel,5.0,5.0,5.0,5.0,3.33,5.0,4.44,5.0,4.47,5.03,4.44,5.0
000867.png,931,bagel,4.44,5.0,5.0,5.0,0.56,4.0,3.33,4.67,3.31,4.74,3.33,4.67
000868.png,931,bagel,4.38,4.0,4.38,4.0,0.0,3.0,2.92,3.67,2.9,3.72,2.92,3.67
000869.png,931,bagel,5.0,4.0,4.38,4.0,0.0,5.0,3.13,4.33,3.13,4.28,3.13,4.33
000870.png,943,cucumber,5.0,4.0,1.11,4.0,1.67,4.0,2.59,4.0,2.64,4.0,2.59,4.0
000871.png,943,cucumber,5.0,3.0,4.0,4.0,2.78,3.0,3.93,3.33,3.96,3.33,3.93,3.33
000872.png,943,cucumber,5.0,5.0,4.0,5.0,2.22,5.0,3.74,5.0,3.77,5.03,3.74,5.0
000873.png,943,cucumber,5.0,4.0,3.75,3.0,0.0,2.0,2.92,3.0,2.93,3.07,2.92,3.0
000874.png,943,cucumber,5.0,4.0,2.5,3.0,0.56,4.0,2.69,3.67,2.71,3.64,2.69,3.67
000875.png,943,cucumber,5.0,5.0,5.0,5.0,2.78,5.0,4.26,5.0,4.28,5.03,4.26,5.0
000876.png,943,cucumber,5.0,4.0,5.0,4.0,1.67,5.0,3.89,4.33,3.9,4.28,3.89,4.33
000877.png,943,cucumber,3.0,5.0,2.0,4.0,0.0,5.0,1.67,4.67,1.62,4.67,1.67,4.67
000878.png,943,cucumber,5.0,4.0,1.0,3.0,1.67,5.0,2.56,4.0,2.61,3.93,2.56,4.0
000879.png,943,cucumber,5.0,5.0,5.0,5.0,2.22,5.0,4.07,5.0,4.09,5.03,4.07,5.0
000880.png,952,fig,5.0,5.0,5.0,5.0,3.33,4.0,4.44,4.67,4.47,4.74,4.44,4.67
000881.png,952,fig,5.0,5.0,5.0,5.0,4.44,5.0,4.81,5.0,4.85,5.03,4.81,5.0
000882.png,952,fig,5.0,4.0,4.29,4.0,0.0,5.0,3.1,4.33,3.1,4.28,3.1,4.33
000883.png,952,fig,5.0,5.0,5.0,5.0,2.22,5.0,4.07,5.0,4.09,5.03,4.07,5.0
000884.png,952,fig,5.0,3.0,2.22,3.0,0.56,4.0,2.59,3.33,2.62,3.26,2.59,3.33
000885.png,952,fig,5.0,5.0,5.0,5.0,3.33,5.0,4.44,5.0,4.47,5.03,4.44,5.0
000886.png,952,fig,5.0,5.0,5.0,4.0,3.33,5.0,4.44,4.67,4.47,4.67,4.44,4.67
000887.png,952,fig,5.0,5.0,5.0,5.0,3.33,5.0,4.44,5.0,4.47,5.03,4.44,5.0
000888.png,952,fig,1.88,4.0,0.83,3.0,0.0,2.0,0.9,3.0,0.83,3.07,0.9,3.0
000889.png,952,fig,5.0,5.0,2.5,3.0,3.33,4.0,3.61,4.0,3.66,4.03,3.61,4.0
000890.png,960,chocolate sauce,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.04,5.03,5.0,5.0
000891.png,960,chocolate sauce,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.04,5.03,5.0,5.0
000892.png,960,chocolate sauce,5.0,4.0,4.44,4.0,5.0,4.0,4.81,4.0,4.86,4.0,4.81,4.0
000893.png,960,chocolate sauce,5.0,5.0,5.0,4.0,5.0,3.0,5.0,4.0,5.04,4.1,5.0,4.0
000894.png,960,chocolate sauce,5.0,5.0,0.56,5.0,0.56,5.0,2.04,5.0,2.09,5.03,2.04,5.0
000895.png,960,chocolate sauce,5.0,5.0,3.89,5.0,5.0,4.0,4.63,4.67,4.68,4.74,4.63,4.67
000896.png,960,chocolate sauce,5.0,4.0,5.0,4.0,4.44,3.0,4.81,3.67,4.85,3.72,4.81,3.67
000897.png,960,chocolate sauce,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.67,5.04,4.74,5.0,4.67
000898.png,960,chocolate sauce,5.0,4.0,5.0,5.0,4.44,5.0,4.81,4.67,4.85,4.64,4.81,4.67
000899.png,960,chocolate sauce,5.0,5.0,3.89,5.0,5.0,4.0,4.63,4.67,4.68,4.74,4.63,4.67
000900.png,962,meat loaf,5.0,5.0,3.75,4.0,0.0,1.0,2.92,3.33,2.93,3.53,2.92,3.33
000901.png,962,meat loaf,5.0,5.0,3.33,5.0,5.0,5.0,4.44,5.0,4.5,5.03,4.44,5.0
000902.png,962,meat loaf,0.0,5.0,2.22,5.0,0.0,0.0,0.74,3.33,0.58,3.61,0.74,3.33
000903.png,962,meat loaf,5.0,4.0,4.38,4.0,3.89,4.0,4.42,4.0,4.46,4.0,4.42,4.0
000904.png,962,meat loaf,5.0,4.0,4.38,5.0,0.0,2.0,3.13,3.67,3.13,3.79,3.13,3.67
000905.png,962,meat loaf,0.0,4.0,1.88,5.0,0.0,0.0,0.63,3.0,0.47,3.22,0.63,3.0
000906.png,962,meat loaf,0.0,5.0,0.56,3.0,0.0,0.0,0.19,2.67,0.04,2.89,0.19,2.67
000907.png,962,meat loaf,5.0,5.0,3.33,4.0,0.0,1.0,2.78,3.33,2.79,3.53,2.78,3.33
000908.png,962,meat loaf,5.0,5.0,3.33,4.0,0.0,2.0,2.78,3.67,2.79,3.82,2.78,3.67
000909.png,962,meat loaf,5.0,5.0,4.44,4.0,5.0,4.0,4.81,4.33,4.86,4.39,4.81,4.33
000910.png,968,cup,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.04,5.03,5.0,5.0
000911.png,968,cup,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.04,5.03,5.0,5.0
000912.png,968,cup,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.04,5.03,5.0,5.0
000913.png,968,cup,3.33,5.0,3.33,5.0,3.33,5.0,3.33,5.0,3.31,5.03,3.33,5.0
000914.png,968,cup,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.04,5.03,5.0,5.0
000915.png,968,cup,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,2.97,4.0,3.0
000916.png,968,cup,2.5,2.0,2.5,2.0,2.5,2.0,2.5,2.0,2.45,1.95,2.5,2.0
000917.png,968,cup,3.33,3.0,3.33,3.0,3.33,3.0,3.33,3.0,3.31,2.97,3.33,3.0
000918.png,968,cup,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.04,4.0,5.0,4.0
000919.png,968,cup,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.04,5.03,5.0,5.0
000920.png,971,bubble,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.04,5.03,5.0,5.0
000921.png,971,bubble,4.44,3.0,0.0,3.0,5.0,2.0,3.15,2.67,3.22,2.69,3.15,2.67
000922.png,971,bubble,0.0,4.0,4.38,4.0,5.0,4.0,3.13,4.0,2.99,4.0,3.13,4.0
000923.png,971,bubble,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.67,5.04,4.74,5.0,4.67
000924.png,971,bubble,3.33,4.0,0.56,4.0,0.0,0.0,1.3,2.67,1.28,2.86,1.3,2.67
